angle,distance,s_num,x,y
0.0,2,0,2.0,0.0
0.7853981633974483,2,1,1.4142135623730951,1.414213562373095
1.5707963267948966,2,2,1.2246467991473532e-16,2.0
2.356194490192345,2,3,-1.414213562373095,1.4142135623730951
3.141592653589793,2,4,-2.0,2.4492935982947064e-16
3.9269908169872414,2,5,-1.4142135623730954,-1.414213562373095
4.71238898038469,2,6,-3.6739403974420594e-16,-2.0
5.497787143782138,2,7,1.4142135623730947,-1.4142135623730954
